Sample in Buffer,Sample in Window,TRIGGER,ap_idle,ap_ready,ap_done,ap_start_1,layer18_out_TREADY,layer18_out_TVALID,layer18_out_TDATA[15:0],input_layer_TREADY,input_layer_TVALID,input_layer_TDATA[7:0],sending_active,event_counter[9:0],byte_counter[6:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
760,0,1,0,0,1,1,1,1,0395,0,1,00,1,183,58
761,1,0,0,0,0,1,1,0,0395,1,1,00,1,183,58
762,0,1,0,0,1,1,1,1,008f,0,1,00,1,184,58
763,1,0,0,0,0,1,1,0,008f,1,1,00,1,184,58
764,0,1,0,0,1,1,1,1,0084,0,1,00,1,185,58
765,1,0,0,0,0,1,1,0,0084,1,1,00,1,185,58
766,0,1,0,0,1,1,1,1,0011,0,1,00,1,186,58
767,1,0,0,0,0,1,1,0,0011,1,1,00,1,186,58
768,0,1,0,0,1,1,1,1,03db,0,1,00,1,187,58
769,1,0,0,0,0,1,1,0,03db,1,1,00,1,187,58
770,0,1,0,0,1,1,1,1,0016,0,1,00,1,188,58
771,1,0,0,0,0,1,1,0,0016,1,1,00,1,188,58
772,0,1,0,0,1,1,1,1,0032,0,1,00,1,189,58
773,1,0,0,0,0,1,1,0,0032,1,1,00,1,189,58
774,0,1,0,0,1,1,1,1,0047,0,1,00,1,18a,58
775,1,0,0,0,0,1,1,0,0047,1,1,00,1,18a,58
776,0,1,0,0,1,1,1,1,03b6,0,1,00,1,18b,58
777,1,0,0,0,0,1,1,0,03b6,1,1,00,1,18b,58
778,0,1,0,0,1,1,1,1,03c7,0,1,00,1,18c,58
779,1,0,0,0,0,1,1,0,03c7,1,1,00,1,18c,58
780,0,1,0,0,1,1,1,1,0003,0,1,00,1,18d,58
781,1,0,0,0,0,1,1,0,0003,1,1,00,1,18d,58
782,0,1,0,0,1,1,1,1,0005,0,1,00,1,18e,58
783,1,0,0,0,0,1,1,0,0005,1,1,00,1,18e,58
784,0,1,0,0,1,1,1,1,03e2,0,1,00,1,18f,58
785,1,0,0,0,0,1,1,0,03e2,1,1,00,1,18f,58
786,0,1,0,0,1,1,1,1,018d,0,1,00,1,190,58
787,1,0,0,0,0,1,1,0,018d,1,1,00,1,190,58
788,0,1,0,0,1,1,1,1,0095,0,1,00,1,191,58
789,1,0,0,0,0,1,1,0,0095,1,1,00,1,191,58
790,0,1,0,0,1,1,1,1,0000,0,1,00,1,192,58
791,1,0,0,0,0,1,1,0,0000,1,1,00,1,192,58
792,0,1,0,0,1,1,1,1,01f8,0,1,00,1,193,58
793,1,0,0,0,0,1,1,0,01f8,1,1,00,1,193,58
794,0,1,0,0,1,1,1,1,001e,0,1,00,1,194,58
795,1,0,0,0,0,1,1,0,001e,1,1,00,1,194,58
796,0,1,0,0,1,1,1,1,0397,0,1,00,1,195,58
797,1,0,0,0,0,1,1,0,0397,1,1,00,1,195,58
798,0,1,0,0,1,1,1,1,03f6,0,1,00,1,196,58
799,1,0,0,0,0,1,1,0,03f6,1,1,00,1,196,58
800,0,1,0,0,1,1,1,1,026e,0,1,00,1,197,58
801,1,0,0,0,0,1,1,0,026e,1,1,00,1,197,58
802,0,1,0,0,1,1,1,1,0223,0,1,00,1,198,58
803,1,0,0,0,0,1,1,0,0223,1,1,00,1,198,58
804,0,1,0,0,1,1,1,1,03ef,0,1,00,1,199,58
805,1,0,0,0,0,1,1,0,03ef,1,1,00,1,199,58
806,0,1,0,0,1,1,1,1,0037,0,1,00,1,19a,58
807,1,0,0,0,0,1,1,0,0037,1,1,00,1,19a,58
808,0,1,0,0,1,1,1,1,024b,0,1,00,1,19b,58
809,1,0,0,0,0,1,1,0,024b,1,1,00,1,19b,58
810,0,1,0,0,1,1,1,1,0148,0,1,00,1,19c,58
811,1,0,0,0,0,1,1,0,0148,1,1,00,1,19c,58
812,0,1,0,0,1,1,1,1,03bf,0,1,00,1,19d,58
813,1,0,0,0,0,1,1,0,03bf,1,1,00,1,19d,58
814,0,1,0,0,1,1,1,1,0370,0,1,00,1,19e,58
815,1,0,0,0,0,1,1,0,0370,1,1,00,1,19e,58
816,0,1,0,0,1,1,1,1,0065,0,1,00,1,19f,58
817,1,0,0,0,0,1,1,0,0065,1,1,00,1,19f,58
818,0,1,0,0,1,1,1,1,01b4,0,1,00,1,1a0,58
819,1,0,0,0,0,1,1,0,01b4,1,1,00,1,1a0,58
820,0,1,0,0,1,1,1,1,01b4,0,1,00,1,1a1,58
821,1,0,0,0,0,1,1,0,01b4,1,1,00,1,1a1,58
822,0,1,0,0,1,1,1,1,0141,0,1,00,1,1a2,58
823,1,0,0,0,0,1,1,0,0141,1,1,00,1,1a2,58
824,0,1,0,0,1,1,1,1,001f,0,1,00,1,1a3,58
825,1,0,0,0,0,1,1,0,001f,1,1,00,1,1a3,58
826,0,1,0,0,1,1,1,1,026e,0,1,00,1,1a4,58
827,1,0,0,0,0,1,1,0,026e,1,1,00,1,1a4,58
828,0,1,0,0,1,1,1,1,03c9,0,1,00,1,1a5,58
829,1,0,0,0,0,1,1,0,03c9,1,1,00,1,1a5,58
830,0,1,0,0,1,1,1,1,0000,0,1,00,1,1a6,58
831,1,0,0,0,0,1,1,0,0000,1,1,00,1,1a6,58
832,0,1,0,0,1,1,1,1,03d2,0,1,00,1,1a7,58
833,1,0,0,0,0,1,1,0,03d2,1,1,00,1,1a7,58
834,0,1,0,0,1,1,1,1,03cb,0,1,00,1,1a8,58
835,1,0,0,0,0,1,1,0,03cb,1,1,00,1,1a8,58
836,0,1,0,0,1,1,1,1,015a,0,1,00,1,1a9,58
837,1,0,0,0,0,1,1,0,015a,1,1,00,1,1a9,58
838,0,1,0,0,1,1,1,1,0011,0,1,00,1,1aa,58
839,1,0,0,0,0,1,1,0,0011,1,1,00,1,1aa,58
840,0,1,0,0,1,1,1,1,011c,0,1,00,1,1ab,58
841,1,0,0,0,0,1,1,0,011c,1,1,00,1,1ab,58
842,0,1,0,0,1,1,1,1,0156,0,1,00,1,1ac,58
843,1,0,0,0,0,1,1,0,0156,1,1,00,1,1ac,58
844,0,1,0,0,1,1,1,1,022b,0,1,00,1,1ad,58
845,1,0,0,0,0,1,1,0,022b,1,1,00,1,1ad,58
846,0,1,0,0,1,1,1,1,0078,0,1,00,1,1ae,58
847,1,0,0,0,0,1,1,0,0078,1,1,00,1,1ae,58
848,0,1,0,0,1,1,1,1,0217,0,1,00,1,1af,58
849,1,0,0,0,0,1,1,0,0217,1,1,00,1,1af,58
850,0,1,0,0,1,1,1,1,00a8,0,1,00,1,1b0,58
851,1,0,0,0,0,1,1,0,00a8,1,1,00,1,1b0,58
852,0,1,0,0,1,1,1,1,03a6,0,1,00,1,1b1,58
853,1,0,0,0,0,1,1,0,03a6,1,1,00,1,1b1,58
854,0,1,0,0,1,1,1,1,01c4,0,1,00,1,1b2,58
855,1,0,0,0,0,1,1,0,01c4,1,1,00,1,1b2,58
856,0,1,0,0,1,1,1,1,01e0,0,1,00,1,1b3,58
857,1,0,0,0,0,1,1,0,01e0,1,1,00,1,1b3,58
858,0,1,0,0,1,1,1,1,03da,0,1,00,1,1b4,58
859,1,0,0,0,0,1,1,0,03da,1,1,00,1,1b4,58
860,0,1,0,0,1,1,1,1,0168,0,1,00,1,1b5,58
861,1,0,0,0,0,1,1,0,0168,1,1,00,1,1b5,58
862,0,1,0,0,1,1,1,1,03ae,0,1,00,1,1b6,58
863,1,0,0,0,0,1,1,0,03ae,1,1,00,1,1b6,58
864,0,1,0,0,1,1,1,1,0316,0,1,00,1,1b7,58
865,1,0,0,0,0,1,1,0,0316,1,1,00,1,1b7,58
866,0,1,0,0,1,1,1,1,022b,0,1,00,1,1b8,58
867,1,0,0,0,0,1,1,0,022b,1,1,00,1,1b8,58
868,0,1,0,0,1,1,1,1,004d,0,1,00,1,1b9,58
869,1,0,0,0,0,1,1,0,004d,1,1,00,1,1b9,58
870,0,1,0,0,1,1,1,1,03f4,0,1,00,1,1ba,58
871,1,0,0,0,0,1,1,0,03f4,1,1,00,1,1ba,58
872,0,1,0,0,1,1,1,1,03cd,0,1,00,1,1bb,58
873,1,0,0,0,0,1,1,0,03cd,1,1,00,1,1bb,58
874,0,1,0,0,1,1,1,1,0213,0,1,00,1,1bc,58
875,1,0,0,0,0,1,1,0,0213,1,1,00,1,1bc,58
876,0,1,0,0,1,1,1,1,03a2,0,1,00,1,1bd,58
877,1,0,0,0,0,1,1,0,03a2,1,1,00,1,1bd,58
878,0,1,0,0,1,1,1,1,00ec,0,1,00,1,1be,58
879,1,0,0,0,0,1,1,0,00ec,1,1,00,1,1be,58
880,0,1,0,0,1,1,1,1,0026,0,1,00,1,1bf,58
881,1,0,0,0,0,1,1,0,0026,1,1,00,1,1bf,58
882,0,1,0,0,1,1,1,1,03ec,0,1,00,1,1c0,58
883,1,0,0,0,0,1,1,0,03ec,1,1,00,1,1c0,58
884,0,1,0,0,1,1,1,1,038c,0,1,00,1,1c1,58
885,1,0,0,0,0,1,1,0,038c,1,1,00,1,1c1,58
886,0,1,0,0,1,1,1,1,002b,0,1,00,1,1c2,58
887,1,0,0,0,0,1,1,0,002b,1,1,00,1,1c2,58
888,0,1,0,0,1,1,1,1,01d4,0,1,00,1,1c3,58
889,1,0,0,0,0,1,1,0,01d4,1,1,00,1,1c3,58
890,0,1,0,0,1,1,1,1,0227,0,1,00,1,1c4,58
891,1,0,0,0,0,1,1,0,0227,1,1,00,1,1c4,58
892,0,1,0,0,1,1,1,1,0001,0,1,00,1,1c5,58
893,1,0,0,0,0,1,1,0,0001,1,1,00,1,1c5,58
894,0,1,0,0,1,1,1,1,03d2,0,1,00,1,1c6,58
895,1,0,0,0,0,1,1,0,03d2,1,1,00,1,1c6,58
896,0,1,0,0,1,1,1,1,00ac,0,1,00,1,1c7,58
897,1,0,0,0,0,1,1,0,00ac,1,1,00,1,1c7,58
898,0,1,0,0,1,1,1,1,00af,0,1,00,1,1c8,58
899,1,0,0,0,0,1,1,0,00af,1,1,00,1,1c8,58
900,0,1,0,0,1,1,1,1,0120,0,1,00,1,1c9,58
901,1,0,0,0,0,1,1,0,0120,1,1,00,1,1c9,58
902,0,1,0,0,1,1,1,1,0243,0,1,00,1,1ca,58
903,1,0,0,0,0,1,1,0,0243,1,1,00,1,1ca,58
904,0,1,0,0,1,1,1,1,0360,0,1,00,1,1cb,58
905,1,0,0,0,0,1,1,0,0360,1,1,00,1,1cb,58
906,0,1,0,0,1,1,1,1,03de,0,1,00,1,1cc,58
907,1,0,0,0,0,1,1,0,03de,1,1,00,1,1cc,58
908,0,1,0,0,1,1,1,1,00e1,0,1,00,1,1cd,58
909,1,0,0,0,0,1,1,0,00e1,1,1,00,1,1cd,58
910,0,1,0,0,1,1,1,1,000f,0,1,00,1,1ce,58
911,1,0,0,0,0,1,1,0,000f,1,1,00,1,1ce,58
912,0,1,0,0,1,1,1,1,0182,0,1,00,1,1cf,58
913,1,0,0,0,0,1,1,0,0182,1,1,00,1,1cf,58
914,0,1,0,0,1,1,1,1,03c8,0,1,00,1,1d0,58
915,1,0,0,0,0,1,1,0,03c8,1,1,00,1,1d0,58
916,0,1,0,0,1,1,1,1,03dc,0,1,00,1,1d1,58
917,1,0,0,0,0,1,1,0,03dc,1,1,00,1,1d1,58
918,0,1,0,0,1,1,1,1,02d2,0,1,00,1,1d2,58
919,1,0,0,0,0,1,1,0,02d2,1,1,00,1,1d2,58
920,0,1,0,0,1,1,1,1,0191,0,1,00,1,1d3,58
921,1,0,0,0,0,1,1,0,0191,1,1,00,1,1d3,58
922,0,1,0,0,1,1,1,1,001e,0,1,00,1,1d4,58
923,1,0,0,0,0,1,1,0,001e,1,1,00,1,1d4,58
924,0,1,0,0,1,1,1,1,03df,0,1,00,1,1d5,58
925,1,0,0,0,0,1,1,0,03df,1,1,00,1,1d5,58
926,0,1,0,0,1,1,1,1,03e9,0,1,00,1,1d6,58
927,1,0,0,0,0,1,1,0,03e9,1,1,00,1,1d6,58
928,0,1,0,0,1,1,1,1,0009,0,1,00,1,1d7,58
929,1,0,0,0,0,1,1,0,0009,1,1,00,1,1d7,58
930,0,1,0,0,1,1,1,1,00b8,0,1,00,1,1d8,58
931,1,0,0,0,0,1,1,0,00b8,1,1,00,1,1d8,58
932,0,1,0,0,1,1,1,1,0027,0,1,00,1,1d9,58
933,1,0,0,0,0,1,1,0,0027,1,1,00,1,1d9,58
934,0,1,0,0,1,1,1,1,02dc,0,1,00,1,1da,58
935,1,0,0,0,0,1,1,0,02dc,1,1,00,1,1da,58
936,0,1,0,0,1,1,1,1,03b5,0,1,00,1,1db,58
937,1,0,0,0,0,1,1,0,03b5,1,1,00,1,1db,58
938,0,1,0,0,1,1,1,1,039e,0,1,00,1,1dc,58
939,1,0,0,0,0,1,1,0,039e,1,1,00,1,1dc,58
940,0,1,0,0,1,1,1,1,02cc,0,1,00,1,1dd,58
941,1,0,0,0,0,1,1,0,02cc,1,1,00,1,1dd,58
942,0,1,0,0,1,1,1,1,03f5,0,1,00,1,1de,58
943,1,0,0,0,0,1,1,0,03f5,1,1,00,1,1de,58
944,0,1,0,0,1,1,1,1,0281,0,1,00,1,1df,58
945,1,0,0,0,0,1,1,0,0281,1,1,00,1,1df,58
946,0,1,0,0,1,1,1,1,03b8,0,1,00,1,1e0,58
947,1,0,0,0,0,1,1,0,03b8,1,1,00,1,1e0,58
948,0,1,0,0,1,1,1,1,03d3,0,1,00,1,1e1,58
949,1,0,0,0,0,1,1,0,03d3,1,1,00,1,1e1,58
950,0,1,0,0,1,1,1,1,0015,0,1,00,1,1e2,58
951,1,0,0,0,0,1,1,0,0015,1,1,00,1,1e2,58
952,0,1,0,0,1,1,1,1,0073,0,1,00,1,1e3,58
953,1,0,0,0,0,1,1,0,0073,1,1,00,1,1e3,58
954,0,1,0,0,1,1,1,1,03ec,0,1,00,1,1e4,58
955,1,0,0,0,0,1,1,0,03ec,1,1,00,1,1e4,58
956,0,1,0,0,1,1,1,1,015a,0,1,00,1,1e5,58
957,1,0,0,0,0,1,1,0,015a,1,1,00,1,1e5,58
958,0,1,0,0,1,1,1,1,039c,0,1,00,1,1e6,58
959,1,0,0,0,0,1,1,0,039c,1,1,00,1,1e6,58
960,0,1,0,0,1,1,1,1,03c0,0,1,00,1,1e7,58
961,1,0,0,0,0,1,1,0,03c0,1,1,00,1,1e7,58
962,0,1,0,0,1,1,1,1,03b6,0,1,00,1,1e8,58
963,1,0,0,0,0,1,1,0,03b6,1,1,00,1,1e8,58
964,0,1,0,0,1,1,1,1,000c,0,1,00,1,1e9,58
965,1,0,0,0,0,1,1,0,000c,1,1,00,1,1e9,58
966,0,1,0,0,1,1,1,1,01f4,0,1,00,1,1ea,58
967,1,0,0,0,0,1,1,0,01f4,1,1,00,1,1ea,58
968,0,1,0,0,1,1,1,1,00a1,0,1,00,1,1eb,58
969,1,0,0,0,0,1,1,0,00a1,1,1,00,1,1eb,58
970,0,1,0,0,1,1,1,1,007d,0,1,00,1,1ec,58
971,1,0,0,0,0,1,1,0,007d,1,1,00,1,1ec,58
972,0,1,0,0,1,1,1,1,03f1,0,1,00,1,1ed,58
973,1,0,0,0,0,1,1,0,03f1,1,1,00,1,1ed,58
974,0,1,0,0,1,1,1,1,01cc,0,1,00,1,1ee,58
975,1,0,0,0,0,1,1,0,01cc,1,1,00,1,1ee,58
976,0,1,0,0,1,1,1,1,002b,0,1,00,1,1ef,58
977,1,0,0,0,0,1,1,0,002b,1,1,00,1,1ef,58
978,0,1,0,0,1,1,1,1,00fd,0,1,00,1,1f0,58
979,1,0,0,0,0,1,1,0,00fd,1,1,00,1,1f0,58
980,0,1,0,0,1,1,1,1,005a,0,1,00,1,1f1,58
981,1,0,0,0,0,1,1,0,005a,1,1,00,1,1f1,58
982,0,1,0,0,1,1,1,1,03c3,0,1,00,1,1f2,58
983,1,0,0,0,0,1,1,0,03c3,1,1,00,1,1f2,58
984,0,1,0,0,1,1,1,1,03f1,0,1,00,1,1f3,58
985,1,0,0,0,0,1,1,0,03f1,1,1,00,1,1f3,58
986,0,1,0,0,1,1,1,1,00ac,0,1,00,1,1f4,58
987,1,0,0,0,0,1,1,0,00ac,1,1,00,1,1f4,58
988,0,1,0,0,1,1,1,1,0387,0,1,00,1,1f5,58
989,1,0,0,0,0,1,1,0,0387,1,1,00,1,1f5,58
990,0,1,0,0,1,1,1,1,000a,0,1,00,1,1f6,58
991,1,0,0,0,0,1,1,0,000a,1,1,00,1,1f6,58
992,0,1,0,0,1,1,1,1,0168,0,1,00,1,1f7,58
993,1,0,0,0,0,1,1,0,0168,1,1,00,1,1f7,58
994,0,1,0,0,1,1,1,1,0203,0,1,00,1,1f8,58
995,1,0,0,0,0,1,1,0,0203,1,1,00,1,1f8,58
996,0,1,0,0,1,1,1,1,004a,0,1,00,1,1f9,58
997,1,0,0,0,0,1,1,0,004a,1,1,00,1,1f9,58
998,0,1,0,0,1,1,1,1,022f,0,1,00,1,1fa,58
999,1,0,0,0,0,1,1,0,022f,1,1,00,1,1fa,58
